Job_ID,Bank_Name,Job_Title,Cluster_Name,The_amount_of_word_count,Category
6483,BB&T Corp,"Mortgage Loan Officer - Wilmington, NC",﻿Payments,19,Fintech
6484,BB&T Corp,Senior Internal Auditor - IT Data Management,Lending,20,Fintech
6485,BB&T Corp,PCG Business Development Officer,Non-FinTech,11,Nonfintech
6486,BB&T Corp,ServiceNow Platform Developer,Big Data,39,Fintech
6487,BB&T Corp,Splunk Enterprise Security Engineer,﻿Payments,31,Fintech
6488,BB&T Corp,"Teller - On call, floating with NO guaranteed hours - Premium Pay",﻿Payments,16,Fintech
6489,BB&T Corp,Insurance Employee Benefits Sales Agent/Producer,Non-FinTech,8,Nonfintech
6490,BB&T Corp,Commercial Insurance Sales Agent/Producer,Non-FinTech,8,Nonfintech
6491,BB&T Corp,BSA/AML Quantitative Associate,Blockchain,19,Fintech
6492,BB&T Corp,EPO Strategic Initiatives Officer,Blockchain,31,Fintech
6493,BB&T Corp,Branch Banker III (Personal Banker) Exeter Branch,﻿Payments,31,Fintech
6494,BB&T Corp,Oracle IAM Developer,Non-FinTech,13,Nonfintech
6495,BB&T Corp,Commercial Insurance Sales Agent/Producer,Non-FinTech,8,Nonfintech
6496,BB&T Corp,Market Leader III - Medical Center,﻿Payments,32,Fintech
6497,BB&T Corp,Cyber Engineer II --IAM,Big Data,47,Fintech
6498,BB&T Corp,Big Data Systems Architect,Blockchain,47,Fintech
6499,BB&T Corp,Teller-average 25 hours per week w/benefits (Ewing branch),﻿Payments,16,Fintech
6500,BB&T Corp,IT Business Analyst,Non-FinTech,10,Nonfintech
6501,BB&T Corp,Enterprise External Authentication Manager,Security,60,Fintech
6502,BB&T Corp,System Analyst Specialist,Non-FinTech,10,Nonfintech
6503,BB&T Corp,Insurance Client Service Agent,﻿Payments,16,Fintech
6504,BB&T Corp,Security Cyber Engineer II--OIM,Big Data,35,Fintech
6505,BB&T Corp,Claims Account Manager,Big Data,16,Fintech
6506,BB&T Corp,Business Insurance Agent,Non-FinTech,8,Nonfintech
6507,BB&T Corp,Employee Benefits Insurance Agent,Non-FinTech,8,Nonfintech
6508,BB&T Corp,Cyber Engineer I --IAM,Big Data,37,Fintech
6509,BB&T Corp,On Call Teller,﻿Payments,16,Fintech
6510,BB&T Corp,Business Insurance Agent,Non-FinTech,8,Nonfintech
6511,BB&T Corp,Financial Advisor,﻿Payments,16,Fintech
6512,BB&T Corp,Employee Benefits Account Manager,﻿Payments,16,Fintech
6513,BB&T Corp,"Mortgage Loan Officer - Parkersburg, WV",﻿Payments,19,Fintech
6514,BB&T Corp,Commercial Banker - Banking Business Services Officer,﻿Payments,33,Fintech
6515,BB&T Corp,IT Web Engineer III,Non-FinTech,13,Nonfintech
6516,BB&T Corp,Private Wealth Advisor,﻿Payments,49,Fintech
6517,BB&T Corp,Commercial Insurance Agent,Non-FinTech,8,Nonfintech
6518,BB&T Corp,Investment Financial Consultant (Financial Advisor),Lending,21,Fintech
6519,BB&T Corp,"Mortgage Loan Officer - Charlottesville, VA",﻿Payments,19,Fintech
6520,BB&T Corp,API & SOA Integration Services Manager,﻿Payments,27,Fintech
6521,BB&T Corp,Fraud Management Financial Crimes Detection Specialist II-Online Banking,﻿Payments,53,Fintech
6522,BB&T Corp,Storage Systems Engineer III,﻿Payments,24,Fintech
6523,BB&T Corp,Mortgage Lending Processor III,﻿Payments,20,Fintech
6524,BB&T Corp,Insurance Marketing and Sales Development Specialist - Long Haul Transportation,Non-FinTech,14,Nonfintech
6525,BB&T Corp,"Mortgage Loan Officer - Bristol, TN",﻿Payments,19,Fintech
6526,BB&T Corp,Investment Brokerage Operations Representative (Temporary),Lending,26,Fintech
6527,BB&T Corp,Network Systems Analyst III,Security,20,Fintech
6528,BB&T Corp,NICE Support Engineer,﻿Payments,21,Fintech
6529,BB&T Corp,IT Systems Professional,﻿Payments,35,Fintech
6530,BB&T Corp,Employee Benefits Insurance Producer/Agent,Non-FinTech,8,Nonfintech
6531,BB&T Corp,Commercial Insurance Producer,Non-FinTech,8,Nonfintech
6532,BB&T Corp,Community Mortgage Specialist,﻿Payments,17,Fintech
6533,BB&T Corp,Investment Banker Analyst,Lending,15,Fintech
6534,BB&T Corp,Senior Pega Developer,Non-FinTech,13,Nonfintech
6535,BB&T Corp,Cluster Market Leader II (Branch manager of 2 branches) Sellersville/Souderton,﻿Payments,31,Fintech
6536,BB&T Corp,Title Insurance Manager,﻿Payments,18,Fintech
6537,BB&T Corp,Insurance Commercial Account Manager,﻿Payments,15,Fintech
6538,BB&T Corp,System Analyst Specialist,Non-FinTech,10,Nonfintech
6539,BB&T Corp,z/OS Systems Programmer,﻿Payments,17,Fintech
6540,BB&T Corp,Employee Benefits Senior Account Manager,﻿Payments,16,Fintech
6541,BB&T Corp,"Junior Mortgage Loan Officer - Morganton, NC",﻿Payments,19,Fintech
6542,BB&T Corp,"Mortgage Loan Officer - Indian Land, SC",﻿Payments,19,Fintech
6543,BB&T Corp,Mortgage Loan Officer - opportunities in Gastonia and Concord areas,﻿Payments,19,Fintech
6544,BB&T Corp,Mortgage Loan Officer - Triad markets,﻿Payments,20,Fintech
6545,BB&T Corp,Community Mortgage Specialist,﻿Payments,17,Fintech
6546,BB&T Corp,Mortgage Loan Officer - Berks/Lycoming/Centre/Schuylkill/Snyder/Northumberland/Upper Montgomery Counties and surrounding areas,﻿Payments,19,Fintech
6547,BB&T Corp,Mortgage Loan Officer - Orange / Shenandoah Counties,﻿Payments,19,Fintech
6548,BB&T Corp,Mortgage Loan Officer - Charles Town,﻿Payments,19,Fintech
6549,BB&T Corp,"Mortgage Loan Officer - Shelby, NC",﻿Payments,20,Fintech
6550,BB&T Corp,"Mortgage Loan Officer - Richmond, VA and surrounding areas",﻿Payments,19,Fintech
6551,BB&T Corp,Regional Mortgage Manager,﻿Payments,31,Fintech
6552,BB&T Corp,On Call Teller,﻿Payments,16,Fintech
6553,BB&T Corp,Business Services Officer III,﻿Payments,33,Fintech
6554,BB&T Corp,Retirement & Institutional Services New Business Development Officer,﻿Payments,26,Fintech
6555,BB&T Corp,Business Services Officer III,﻿Payments,33,Fintech
6556,BB&T Corp,Payment Solutions Sales Specialist I,﻿Payments,50,Fintech
6557,BB&T Corp,SSI Accounts Payable Supervisor,Non-FinTech,12,Nonfintech
6558,BB&T Corp,Business Services Officer IV,﻿Payments,33,Fintech
6559,BB&T Corp,Residential Mortgage Underwriter,﻿Payments,27,Fintech
6560,BB&T Corp,Big Data Engineer,Big Data,56,Fintech
6561,BB&T Corp,Business Insurance Agent,Non-FinTech,8,Nonfintech
6562,BB&T Corp,Construction Banker - Commercial Banking,﻿Payments,32,Fintech
6563,BB&T Corp,Business Services Offier IV,﻿Payments,33,Fintech
6564,BB&T Corp,Insurance Agency Manager,Non-FinTech,12,Nonfintech
6565,BB&T Corp,Family Risk Manager,Non-FinTech,14,Nonfintech
6566,BB&T Corp,Financial Advisor,﻿Payments,16,Fintech
6567,BB&T Corp,Grandbridge Commercial MLO - Agency,﻿Payments,49,Fintech
6568,BB&T Corp,Financial Advisor,﻿Payments,16,Fintech
6569,BB&T Corp,Commercial Banker - Relationship Manager,﻿Payments,32,Fintech
6570,BB&T Corp,Market President - Producer III,﻿Payments,48,Fintech
6571,State Street,A1-1,Non-FinTech,0,Nonfintech
6572,State Street,"Accountant, Associate 2",Non-FinTech,7,Nonfintech
6573,State Street,"Accounting Assistant,Assc1",Non-FinTech,2,Nonfintech
6574,State Street,"Accounting Manager, Officer",Non-FinTech,7,Nonfintech
6575,State Street,"Accounting Manager, VP",Non-FinTech,10,Nonfintech
6576,State Street,"Accounting Manager, VP",Non-FinTech,10,Nonfintech
6577,State Street,Agent de Transfert - Luxembourg,Non-FinTech,1,Nonfintech
6578,State Street,AIS Business Control AVP,Non-FinTech,9,Nonfintech
6579,State Street,"AIS Client Services, VP",Non-FinTech,9,Nonfintech
6580,State Street,"AIS Financial Reporting, Assc 1",Non-FinTech,12,Nonfintech
6581,State Street,"AIS Financial Reporting, Assc 1",Non-FinTech,12,Nonfintech
6582,State Street,AIS FInancial Reporting - Officer (Mgr)-4,Big Data,16,Fintech
6583,State Street,AIS FR Mgr-1,Non-FinTech,10,Nonfintech
6584,State Street,"AIS Fund Admin Manager,VP",Non-FinTech,6,Nonfintech
6585,State Street,AIS Fund Administration Intern-13,Non-FinTech,10,Nonfintech
6586,State Street,AIS Fund Administration Intern-3,Non-FinTech,10,Nonfintech
6587,State Street,AIS Fund Administration Intern-7,Non-FinTech,10,Nonfintech
6588,State Street,AIS Fund Administration Intern-8,Non-FinTech,10,Nonfintech
6589,State Street,AIS Fund Administration Intern-9,Non-FinTech,10,Nonfintech
6590,State Street,"AIS Fund Administrator,Assc1",Non-FinTech,13,Nonfintech
6591,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6592,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6593,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6594,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6595,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6596,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6597,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6598,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6599,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6600,State Street,"AIS Fund Administrator,Assc1",﻿Payments,16,Fintech
6601,State Street,"AIS Fund Administrator, Assoc1",Non-FinTech,4,Nonfintech
6602,State Street,"AIS Fund Administrator,Assc2",Non-FinTech,11,Nonfintech
6603,State Street,"AIS Global Reg Rpt Svs Mgr,AVP",Non-FinTech,14,Nonfintech
6604,State Street,"AIS IT Tech Support,Assoc2",Non-FinTech,9,Nonfintech
6605,State Street,"AIS Middle Off Ops Spcl,Assc1",Non-FinTech,13,Nonfintech
6606,State Street,"AIS Middle Office Senior Administrator in Treasury and Collateral, Associate 2",Blockchain,22,Fintech
6607,State Street,"AIS NAV Specialist, Associate 2",Non-FinTech,12,Nonfintech
6608,State Street,"AIS NAV Specialist, Associate 2",Non-FinTech,6,Nonfintech
6609,State Street,"AIS PE Fund Services Mgr,AVP",﻿Payments,33,Fintech
6610,State Street,"AIS Private Equity Fund Service Specialist, Associate 2",Lending,17,Fintech
6611,State Street,"AIS Tax Administrator,ASSC1",Non-FinTech,8,Nonfintech
6612,State Street,"AIS Tax Administrator, ASSC1",Non-FinTech,8,Nonfintech
6613,State Street,"AIS Transformation Project, Officer",Non-FinTech,7,Nonfintech
6614,State Street,AIS- Real Estate,Non-FinTech,0,Nonfintech
6615,State Street,"Alternative Investments, Fund Admin Officer",Non-FinTech,6,Nonfintech
6616,State Street,Alternative Investments Financial Reporting Manager-1,Non-FinTech,4,Nonfintech
6617,State Street,AML Manager,Non-FinTech,9,Nonfintech
6618,State Street,AML SME/Quality Control Analyst,Non-FinTech,7,Nonfintech
6619,State Street,"AML Specialist , Associate 1",Big Data,16,Fintech
6620,State Street,"AMS Client Service Senior Representative, A2-2",﻿Payments,30,Fintech
6621,State Street,Analityk Wynikï¿½w Inwestycyjnych,Blockchain,22,Fintech
6622,State Street,"APAC Strategy & Product, Officer-1",Non-FinTech,14,Nonfintech
6623,State Street,"App Developer HZLvl2,SrAssc",Non-FinTech,7,Nonfintech
6624,State Street,"Application Dev Cnslt,AVP",Non-FinTech,0,Nonfintech
6625,State Street,"Application Developement/ maintenance, off",Non-FinTech,5,Nonfintech
6626,State Street,"Application Developer,Off",Big Data,21,Fintech
6627,State Street,"Application Developer,Sr Assc",Non-FinTech,7,Nonfintech
6628,State Street,"Application Developer,Off",Big Data,22,Fintech
6629,State Street,"Application Developer,Off",Non-FinTech,1,Nonfintech
6630,State Street,"Application Developer, Sr Assc",Non-FinTech,5,Nonfintech
6631,State Street,"Application Developer,Sr Assc",Non-FinTech,0,Nonfintech
6632,State Street,"Application Developer,Off",Non-FinTech,0,Nonfintech
6633,State Street,"Application Developer,Sr Assc",Non-FinTech,0,Nonfintech
6634,State Street,Application Developer - AVP,Non-FinTech,12,Nonfintech
6635,State Street,Application Developer - VP,﻿Payments,21,Fintech
6636,State Street,Application developer for data modeling,Non-FinTech,1,Nonfintech
6637,State Street,"Application Development Consultant, AVP",Blockchain,15,Fintech
6638,State Street,"Architecture Cnslt,VP",Non-FinTech,10,Nonfintech
6639,State Street,Architecture Consultant,Blockchain,16,Fintech
6640,State Street,Asset Management Services Officer,﻿Payments,29,Fintech
6641,State Street,Assistant Manager - Securities Finance Agency,﻿Payments,29,Fintech
6642,State Street,Assistant Manager-1,Non-FinTech,9,Nonfintech
6643,State Street,Assistant Vice President,﻿Payments,20,Fintech
6644,State Street,Assistant Vice President,Non-FinTech,5,Nonfintech
6645,State Street,Assistant Vice President â Derivatives,Non-FinTech,8,Nonfintech
6646,State Street,Assistant Vice President Accounting,Non-FinTech,6,Nonfintech
6647,State Street,Assistant Vice President Accounting (Night Shift),Non-FinTech,6,Nonfintech
6648,State Street,Assistant Vice President Accounting (Night Shift),Non-FinTech,6,Nonfintech
6649,State Street,Associate 1 - Operations,﻿Payments,20,Fintech
6650,State Street,Associate 2,Non-FinTech,8,Nonfintech
6651,State Street,Associate 2,Non-FinTech,4,Nonfintech
6652,State Street,Associate 2,Non-FinTech,3,Nonfintech
6653,State Street,Associate 2,Non-FinTech,3,Nonfintech
6654,State Street,Associate 2 - Treasury,Non-FinTech,5,Nonfintech
6655,State Street,Associate 2 - Treasury,Non-FinTech,5,Nonfintech
6656,State Street,Associate 2 - Treasury,Non-FinTech,5,Nonfintech
6657,State Street,Associate 2 - Treasury,Non-FinTech,5,Nonfintech
6658,State Street,Associate 2 Sha_Acc_8B_A2_5,Non-FinTech,0,Nonfintech
6659,State Street,Associate Compliance Analyst (Charles River),﻿Payments,36,Fintech
6660,State Street,Associate Consultant- Charles River Development,Big Data,36,Fintech
6661,State Street,Associate Consultant- Charles River Development,Big Data,36,Fintech
6662,State Street,Associate Consultant- Charles River Development,Big Data,36,Fintech
6663,State Street,Associate Consultant- Charles River Development,Big Data,36,Fintech
6664,State Street,"Audio Visual Mgr,VP",Security,21,Fintech
6665,State Street,"Audit  / IT Specialist,  Vice President",Blockchain,25,Fintech
6666,State Street,Ausbildung zum/zur Investmentfondskaufmann/-frau,Non-FinTech,4,Nonfintech
6667,State Street,AVP - Balance Sheet Recons Specialist,Blockchain,29,Fintech
6668,State Street,AVP - Cash & Deposit Accounting COE Lead,﻿Payments,38,Fintech
6669,State Street,AVP - Transfer Pricing Specialist,﻿Payments,26,Fintech
6670,State Street,AVP â Quality Assurance over Regulatory Reporting,Blockchain,35,Fintech
6671,State Street,AVP Manager European Shareholder Services - SSGA Poland,Non-FinTech,14,Nonfintech
6672,State Street,AVP  New Client On-boarding - Business,Non-FinTech,6,Nonfintech
6673,State Street,AVP-Regulatory Assurance,Non-FinTech,1,Nonfintech
6674,State Street,BestX Sales Manager - VP,Non-FinTech,10,Nonfintech
6675,State Street,BestX Senior Software Engineer - VP,Blockchain,22,Fintech
6676,State Street,BI Developer,Blockchain,31,Fintech
6677,State Street,"BOaT Client Service Manager, AVP",﻿Payments,44,Fintech
6678,State Street,"BU Compliance Cnslt,AVP",Blockchain,18,Fintech
6679,State Street,"Bus Deplymnt Splst,SrAssc",Big Data,16,Fintech
6680,State Street,"Bus Sys Anlst HZLvl1,Sr Assc",Non-FinTech,14,Nonfintech
6681,State Street,"Bus Sys Anlst HZLvl1,Sr Assc",Non-FinTech,9,Nonfintech
6682,State Street,"Bus Sys Anlst HZLvl2,SrAssc",Non-FinTech,14,Nonfintech
6683,State Street,"Bus Sys Anlst HZLvl3,SrAssc",Non-FinTech,5,Nonfintech
6684,State Street,Business Analysis SrAssc,Non-FinTech,5,Nonfintech
6685,State Street,"Business Analyst, Wealth Management",﻿Payments,41,Fintech
6686,State Street,"Business Analyst, Off",Non-FinTech,12,Nonfintech
6687,State Street,"Business Analyst, AVP",Non-FinTech,12,Nonfintech
6688,State Street,"Business Analyst, Associate 2-2",Non-FinTech,1,Nonfintech
6689,State Street,"Business Analyst BEACON Consultancy, Officer",Non-FinTech,14,Nonfintech
6690,State Street,"Business Analyst BEACON Consultancy, Senior Associate",Non-FinTech,14,Nonfintech
6691,State Street,Business Anlayst - Officer,Big Data,18,Fintech
6692,State Street,"Business Application Analyst, Associate 2",Big Data,22,Fintech
6693,State Street,"Business Continuity Manager, VP",Blockchain,15,Fintech
6694,State Street,"Business Continuity Planner, AVP",Non-FinTech,8,Nonfintech
6695,State Street,"Business Process Analyst â Senior Associate, Global Exchange",Lending,32,Fintech
6696,State Street,Business Production Support Analyst,Big Data,27,Fintech
6697,State Street,Business Production Support Analyst-2,Big Data,33,Fintech
6698,State Street,"Business Risk Analyst, Associate 2",Blockchain,21,Fintech
6699,State Street,"Business Strategy and Planning, Managing Director, Global Exchange/CRD",Non-FinTech,10,Nonfintech
6700,State Street,"Business System Anlst,Sr Assc",Non-FinTech,13,Nonfintech
6701,State Street,Business System Consultant - VP,Blockchain,20,Fintech
6702,State Street,C# Principal Software Engineer,Non-FinTech,11,Nonfintech
6703,State Street,C# Principal Software Engineer,Non-FinTech,11,Nonfintech
6704,State Street,Career Compass East Trainee Program,Non-FinTech,12,Nonfintech
6705,State Street,Chief Information Officer-Corporate Functions,Blockchain,24,Fintech
6706,State Street,Claims Associate,Non-FinTech,13,Nonfintech
6707,State Street,Client Executive,Non-FinTech,9,Nonfintech
6708,State Street,"Client Experience Marketing Analyst, Associate 2",Blockchain,22,Fintech
6709,State Street,Client Manager - Charles River Development,Big Data,19,Fintech
6710,State Street,Client Relationship Management Associate,Non-FinTech,10,Nonfintech
6711,State Street,"Client Reporting Manager (IFDS), Officer",﻿Payments,22,Fintech
6712,State Street,"Client Reporting Specialist, Associate 2",﻿Payments,16,Fintech
6713,State Street,Client Service Manager-Assistant Vice President,﻿Payments,23,Fintech
6714,State Street,"Client Service Operational Expert, Senior Associate",Big Data,41,Fintech
6715,State Street,"Client Service Operations (Expense Controlling), Senior Associate",﻿Payments,17,Fintech
6716,State Street,"Client Service Operations (Middle Office), Senior Associate",Non-FinTech,12,Nonfintech
6717,State Street,"Client Service Operations Senior Specialist with French, Associate 2",Non-FinTech,7,Nonfintech
6718,State Street,Client Service Operations Sepcialist - Assocaite 1,﻿Payments,26,Fintech
6719,State Street,Client Service Operations Sepcialist - Assocaite 1,﻿Payments,26,Fintech
6720,State Street,"Client Service Operations Specialist, Associate - 2",﻿Payments,17,Fintech
6721,State Street,Client Service Operations Specialist - Associate 1,﻿Payments,26,Fintech
6722,State Street,Client Service Operations Specialist - Associate 2,﻿Payments,26,Fintech
6723,State Street,Client Service Representative,﻿Payments,17,Fintech
6724,State Street,"Client Service Specialist,Assc2",Non-FinTech,1,Nonfintech
6725,State Street,"Client Service Support Operational within HUB team, Senior Associate",Non-FinTech,8,Nonfintech
6726,State Street,Client Service Support Senior Administrator,Non-FinTech,6,Nonfintech
6727,State Street,"Client Service Support Senior Specialist, Associate 2",Non-FinTech,8,Nonfintech
6728,State Street,Client Service Support Senior Specialist,Non-FinTech,8,Nonfintech
6729,State Street,"Client Service Support Specialist, Associate 1",﻿Payments,28,Fintech
6730,State Street,Client Services Coordinator,Big Data,19,Fintech
6731,State Street,"Client ServiceSpecialist,Assc2-1",Non-FinTech,14,Nonfintech
6732,State Street,"Client Solutions Analyst - Officer, Global Exchange",Big Data,31,Fintech
6733,State Street,"Client Solutions and Implementation Business Analyst, Global Exchange, Assistant Vice-President",Big Data,41,Fintech
6734,State Street,CLO - Associate 2,Non-FinTech,12,Nonfintech
6735,State Street,CLO - Team Leader,﻿Payments,32,Fintech
6736,State Street,Cloud Data Analyst,Big Data,42,Fintech
6737,State Street,Cloud Developer Intern,Non-FinTech,13,Nonfintech
6738,State Street,Cloud Developer Intern,Non-FinTech,13,Nonfintech
6739,State Street,Cloud Developer Intern,Non-FinTech,13,Nonfintech
6740,State Street,Cloud Developer Intern,Non-FinTech,13,Nonfintech
6741,State Street,Cloud Developer Intern,Non-FinTech,13,Nonfintech
6742,State Street,Cloud Infrastructure Engineer - NY,Blockchain,18,Fintech
6743,State Street,Cloud Operations Engineer,﻿Payments,23,Fintech
6744,State Street,Cloud Solutions Architect,﻿Payments,30,Fintech
6745,State Street,"Cognitive Engineer, VP",﻿Payments,37,Fintech
6746,State Street,Cognitive Project Manager,Non-FinTech,7,Nonfintech
6747,State Street,Cognitive Quality Assurance Engineer I,Non-FinTech,11,Nonfintech
6748,State Street,Cognitive Research Scientist,Blockchain,22,Fintech
6749,State Street,"Cognitive Software Engineer, COG, China, AVP-2",Non-FinTech,10,Nonfintech
6750,State Street,"Cognitive Software Engineer , AVP",Non-FinTech,10,Nonfintech
6751,State Street,"Collateral Subject Matter Expert, Senior Associate",Non-FinTech,13,Nonfintech
6752,State Street,"Collateral Team Supervisor, Senior Associate",Non-FinTech,14,Nonfintech
6753,State Street,Company Secretariat-Associate-2,﻿Payments,15,Fintech
6754,State Street,"Compliance, Senior Associate",Non-FinTech,11,Nonfintech
6755,State Street,Consultant - Implementation Services (Charles River)),﻿Payments,28,Fintech
6756,State Street,Consultant - Investment Software Implementation -- Charles River Development,﻿Payments,31,Fintech
6757,State Street,"Consultant â Investment Software Implementation â C#, Java, Middlware, and RDBMSConsultant",Non-FinTech,10,Nonfintech
6758,State Street,Consultant Relations Analyst,Non-FinTech,10,Nonfintech
6759,State Street,"Continous Improvement Consultant, Officer",Non-FinTech,11,Nonfintech
6760,State Street,"Continuity Plann Analyst,Ass2",Non-FinTech,0,Nonfintech
6761,State Street,"Contract Review, AVP",Non-FinTech,12,Nonfintech
6762,State Street,Contract review Officer,Non-FinTech,12,Nonfintech
6763,State Street,"Core Operations, Assc1",Non-FinTech,5,Nonfintech
6764,State Street,"Core Operations, Assc1",Non-FinTech,5,Nonfintech
6765,State Street,"Core Operations, Assc1",Non-FinTech,12,Nonfintech
6766,State Street,"Core Operations, AVP",Non-FinTech,12,Nonfintech
6767,State Street,Core Operations Junior Fund Accountant,Non-FinTech,9,Nonfintech
6768,State Street,Corporate Action Administrator,Non-FinTech,7,Nonfintech
6769,State Street,Corporate Actions AVP,Non-FinTech,9,Nonfintech
6770,State Street,Corporate Actions Specialist,﻿Payments,20,Fintech
6771,State Street,"Corporate Advisory Services (Mergers & Acquistions), AVP",Lending,15,Fintech
6772,State Street,"CRD Recovery and Resolution Planning Consultant, Global Exchange, Assistant Vice President",Blockchain,18,Fintech
6773,State Street,Credit Analyst (m/f/d),﻿Payments,19,Fintech
6774,State Street,"Credit Risk Operations Specialist, Senior Associate",Non-FinTech,2,Nonfintech
6775,State Street,crSenior Consultant â Investment Software Implementation  - Charles River Development,Big Data,34,Fintech
6776,State Street,"Current Graduate Opportunities, Associate 1",﻿Payments,74,Fintech
6777,State Street,"Cust&Fund Acct Fund Mgr, Off",Security,15,Fintech
6778,State Street,"Cust&Fund Acct Tm Ld,Sr Assc",Non-FinTech,8,Nonfintech
6779,State Street,"Cust&Fund Acct Tm Ld,Sr Assc",Non-FinTech,8,Nonfintech
6780,State Street,"Cust&Fund Acct Tm Ld,Sr Assc",Non-FinTech,11,Nonfintech
6781,State Street,"Cust&Fund Acct Tm Ld,Sr Assc",Non-FinTech,12,Nonfintech
6782,State Street,Data Scientist and Cognitive Software Engineer I,Big Data,26,Fintech
6783,State Street,"Database Analyst & Support, SA",Non-FinTech,7,Nonfintech
6784,State Street,Database Kernel Engineer,﻿Payments,57,Fintech
6785,State Street,"DataGX Client Impl, Sr Assoicate",Non-FinTech,8,Nonfintech
6786,State Street,"DataGX Client Implementation, AVP",Non-FinTech,8,Nonfintech
6787,State Street,"DataGX Operation Manager, AVP",﻿Payments,44,Fintech
6788,State Street,"DB Developer, Sr Assc",Non-FinTech,2,Nonfintech
6789,State Street,"Depositary Manager with Italian, Officer",Blockchain,24,Fintech
6790,State Street,"Depositary Team Leader, Senior Associate",Blockchain,20,Fintech
6791,State Street,"Derivatives, Officer/AVP",Big Data,24,Fintech
6792,State Street,Derivatives - Officer (or AVP),﻿Payments,29,Fintech
6793,State Street,Derivatives AVP,Non-FinTech,8,Nonfintech
6794,State Street,"Derivatives Business Analyst â implementation, Senior Associate",Non-FinTech,11,Nonfintech
6795,State Street,Derivatives Product Consultant,﻿Payments,45,Fintech
6796,State Street,Design and Restructuring AVP-1,Non-FinTech,0,Nonfintech
6797,State Street,Design and Restructuring AVP-1,Non-FinTech,0,Nonfintech
6798,State Street,Design and Restructuring Consultant Officer-1,Blockchain,31,Fintech
6799,State Street,Design and Restructuring Officer-1,Non-FinTech,0,Nonfintech
6800,State Street,"Desktop Application Delivery Support Manager, Officer",Non-FinTech,14,Nonfintech
6801,State Street,Desktop/IT Support Specialist (Charles River),﻿Payments,31,Fintech
6802,State Street,Disability Hire: Administrative Assistant,Non-FinTech,1,Nonfintech
6803,State Street,"eFX Quantitative Analyst,  VP",Non-FinTech,8,Nonfintech
6804,State Street,"EMEA Head of End User Computing, VP",﻿Payments,16,Fintech
6805,State Street,EMEA ICG Business Controls Officer-1,Blockchain,24,Fintech
6806,State Street,Enterprise Reconciliation - Team Leader,Non-FinTech,11,Nonfintech
6807,State Street,Entry Level Opportunities in IFDS Luxembourg,﻿Payments,34,Fintech
6808,State Street,ETF Sales Consultant,﻿Payments,18,Fintech
6809,State Street,European Shareholder Services Associate II - SSGA Poland-1,Non-FinTech,10,Nonfintech
6810,State Street,European Shareholder Services Associate II - SSGA Poland-5,Non-FinTech,10,Nonfintech
6811,State Street,Experience Designer,Big Data,22,Fintech
6812,State Street,Fachlicher Mitarbeiter Tax InvStG (m/w/d),Non-FinTech,4,Nonfintech
6813,State Street,Fall 2019 Financial Reporting Graduate Internship,Non-FinTech,12,Nonfintech
6814,State Street,Fall 2019 Financial Services Undergraduate Internship,Non-FinTech,13,Nonfintech
6815,State Street,Finance and Risk Program Manager (m/f/d),Non-FinTech,12,Nonfintech
6816,State Street,"Financial Engineer, Front Office",﻿Payments,39,Fintech
6817,State Street,Financial Engineer-Middle Office,Big Data,25,Fintech
6818,State Street,Financial Institution Risk Analyst,﻿Payments,15,Fintech
6819,State Street,"Financial Reporting, Assc1",Non-FinTech,12,Nonfintech
6820,State Street,Financial Reporting Assistant Manager-1,Non-FinTech,8,Nonfintech
6821,State Street,Financial Reporting Assistant Manager-2,Non-FinTech,8,Nonfintech
6822,State Street,Financial Reporting Assistant Manager-5,Non-FinTech,8,Nonfintech
6823,State Street,Financial Reporting Associate 1,﻿Payments,15,Fintech
6824,State Street,Financial REporting Associate 2-5,Non-FinTech,4,Nonfintech
6825,State Street,Financial Reporting Senior Associate,Non-FinTech,6,Nonfintech
6826,State Street,Financial Reporting Senior Associates,Non-FinTech,8,Nonfintech
6827,State Street,"Financial Reporting Specialist, Associate 2",Non-FinTech,14,Nonfintech
6828,State Street,"Financial Reporting Specialist, Associate 2",Non-FinTech,7,Nonfintech
6829,State Street,"Financial Reporting Specialist, Associate 2",Non-FinTech,5,Nonfintech
6830,State Street,"Financial Reporting Subject Matter Expert, Officer",Non-FinTech,13,Nonfintech
6831,State Street,Financial Reporting Team Leader-1,Non-FinTech,8,Nonfintech
6832,State Street,"Financial Reporting Team Supervisor, Senior Associate",Big Data,19,Fintech
6833,State Street,"Financial Services Procurement, Assistant Vice President",﻿Payments,20,Fintech
6834,State Street,"First Line Risk Cnslt,Off",Blockchain,17,Fintech
6835,State Street,"First Line Risk Manager, AVP",Blockchain,20,Fintech
6836,State Street,First Line Risk Specialist (job code RM3012) - Senior Associate-2,Non-FinTech,11,Nonfintech
