Job_ID,Bank_Name,Job_Title,Cluster_Name,The_amount_of_word_count,Category
6837,State Street,"Fixed Income Portfolio Management - Investment Grade Credit, MD",Non-FinTech,13,Nonfintech
6838,State Street,Front End Developer Internship - Summer 2019,Security,28,Fintech
6839,State Street,"Front Office Data Control, AVP",Non-FinTech,10,Nonfintech
6840,State Street,"Front to Back Platform Project Manager, Vice President, Global Exchange/CRD",Non-FinTech,7,Nonfintech
6841,State Street,"Front to Back Project Manager, Vice President, Global Exchange/CRD",Non-FinTech,11,Nonfintech
6842,State Street,"Functional Manager,AVP",Planning,33,Fintech
6843,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6844,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6845,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6846,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6847,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6848,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6849,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6850,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6851,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6852,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6853,State Street,"Fund Account, Assc1",Non-FinTech,13,Nonfintech
6854,State Street,"Fund Account, Assc1",Non-FinTech,1,Nonfintech
6855,State Street,"Fund Account, Assc1",Non-FinTech,1,Nonfintech
6856,State Street,"Fund Account, Assc1",Non-FinTech,1,Nonfintech
6857,State Street,"Fund Accountaing Senior Optimization Analyst, Officer",Big Data,18,Fintech
6858,State Street,"Fund Accountant, Associate 1",﻿Payments,29,Fintech
6859,State Street,"Fund Accountant, Assc2",Non-FinTech,3,Nonfintech
6860,State Street,"Fund Accountant, Assc2",Non-FinTech,5,Nonfintech
6861,State Street,Fund Accountant,Non-FinTech,14,Nonfintech
6862,State Street,"Fund Accountant,Assc1",Non-FinTech,9,Nonfintech
6863,State Street,"Fund Accountant,Assc2",Non-FinTech,1,Nonfintech
6864,State Street,"Fund Accountant, Assc2",Non-FinTech,13,Nonfintech
6865,State Street,"Fund Accountant â Italian Speaker, Associate 1",﻿Payments,29,Fintech
6866,State Street,Fund Accountant Associate 1,﻿Payments,29,Fintech
6867,State Street,"Fund Accountant with German language ,Associate 1",﻿Payments,29,Fintech
6868,State Street,"Fund Accounting & Administration, Assc2",Non-FinTech,4,Nonfintech
6869,State Street,"Fund Accounting & Administration, Assc2",Non-FinTech,5,Nonfintech
6870,State Street,"Fund Accounting & Administration, Assc1-1",Non-FinTech,13,Nonfintech
6871,State Street,"Fund Accounting & Administration, AVP",﻿Payments,18,Fintech
6872,State Street,"Fund Accounting & Administration, Off",Non-FinTech,4,Nonfintech
6873,State Street,"Fund Accounting & Administration, VP",﻿Payments,32,Fintech
6874,State Street,"Fund Accounting & Administration, Associate 1",Non-FinTech,11,Nonfintech
6875,State Street,"Fund Accounting & Administration, SrAssc",Non-FinTech,11,Nonfintech
6876,State Street,Fund Accounting Assc 1,Non-FinTech,1,Nonfintech
6877,State Street,"Fund Accounting Head, VP",Blockchain,19,Fintech
6878,State Street,Fund Accounting Income - Team Lead,Big Data,22,Fintech
6879,State Street,"Fund Accounting Manager, Real Assets",﻿Payments,29,Fintech
6880,State Street,"Fund Accounting Manager, Officer",Big Data,30,Fintech
6881,State Street,"Fund  Accounting Optimization Senior Manager, AVP",Big Data,21,Fintech
6882,State Street,"Fund Accounting Optimization Specialist, Senior Associate",Big Data,15,Fintech
6883,State Street,"Fund Accounting Team Supervisor, Senior Associate",Non-FinTech,7,Nonfintech
6884,State Street,Fund Accounting; Associate 2,Non-FinTech,4,Nonfintech
6885,State Street,"Fund Administration & Accounting, AVP",﻿Payments,37,Fintech
6886,State Street,"Fund Administrator, Associate 1",﻿Payments,24,Fintech
6887,State Street,Fund Administrator - Associate 2,﻿Payments,17,Fintech
6888,State Street,Fund Connect Business Analyst/Product Management - AVP,Big Data,39,Fintech
6889,State Street,Fund Expenses Oversight Officer,﻿Payments,28,Fintech
6890,State Street,General Accounting Operations - AVP,Planning,33,Fintech
6891,State Street,"German Speaker for Finance role, Associate 1",﻿Payments,19,Fintech
6892,State Street,"GL / Fund Admin Team Lead, SA",Non-FinTech,13,Nonfintech
6893,State Street,Global Advisors Model Risk Officer,Blockchain,26,Fintech
6894,State Street,Global Advisors Model Risk Senior Associate,Blockchain,26,Fintech
6895,State Street,"Global Credit Review Analyst, AVP",Blockchain,21,Fintech
6896,State Street,Global Head of Investment Communications,Blockchain,17,Fintech
6897,State Street,"Global Institutional Group â Account Executive, VP",Non-FinTech,1,Nonfintech
6898,State Street,Global Link Operations Client Services,Non-FinTech,13,Nonfintech
6899,State Street,"Global Marketing Compliance Consultant, Assistant Vice-President",Blockchain,24,Fintech
6900,State Street,"Global Operations Custody Tax Services Manager, Officer",Blockchain,16,Fintech
6901,State Street,"Global Operations Tax Specialist, Associate 2",Non-FinTech,13,Nonfintech
6902,State Street,"Global Operations Tax Specialist,  Associate 2",Non-FinTech,11,Nonfintech
6903,State Street,GM Application Developer - AVP,﻿Payments,21,Fintech
6904,State Street,GM Application Developer - VP,﻿Payments,20,Fintech
6905,State Street,"GM Operations Manager,VP",﻿Payments,16,Fintech
6906,State Street,GMT Foreign Exchange Global Head of Back Office Engineering,﻿Payments,44,Fintech
6907,State Street,GMT Foreign Exchange Stability & Resiliency Lead - VP,﻿Payments,37,Fintech
6908,State Street,"Governance Manager, Officer",Non-FinTech,5,Nonfintech
6909,State Street,"GPD Business Controls Specialist,  Associate-2",Blockchain,38,Fintech
6910,State Street,GQS SVC QA Engineer-1,Non-FinTech,3,Nonfintech
6911,State Street,GQS SVC QA Engineer-2,Non-FinTech,3,Nonfintech
6912,State Street,GQS Transition Management Office,Non-FinTech,8,Nonfintech
6913,State Street,Graduate 2018 - Opportunities in Ireland (Evergreen),﻿Payments,45,Fintech
6914,State Street,Graduate DevOps Engineer â Cloud Native Service Infrastructure,Blockchain,19,Fintech
6915,State Street,Graduate Opportunity 2018 - Kilkenny (Evergreen),﻿Payments,45,Fintech
6916,State Street,Graduate Software Engineer,Blockchain,34,Fintech
6917,State Street,"GS Operations Spclst,Assc1",Non-FinTech,5,Nonfintech
6918,State Street,"GX App Dev, AVP",﻿Payments,21,Fintech
6919,State Street,"Head of EMEA Tax Services, VP",Non-FinTech,10,Nonfintech
6920,State Street,Head of Investor Services and Client Due Diligence,﻿Payments,27,Fintech
6921,State Street,Head of IT Partnerships & Platform Integration GlobalLink - MD,Non-FinTech,13,Nonfintech
6922,State Street,Head of North America Strategy and Research,Non-FinTech,14,Nonfintech
6923,State Street,Head of Operational Risk Reporting and Analytics,Blockchain,16,Fintech
6924,State Street,Health & Safety Junior Specialist,Non-FinTech,3,Nonfintech
6925,State Street,Head of Operational Risk Reporting and Analytics,Blockchain,16,Fintech
6926,State Street,Health & Safety Junior Specialist,Non-FinTech,3,Nonfintech
6927,State Street,"Health and Safety Junior Specialist, Associate 1",Non-FinTech,4,Nonfintech
6928,State Street,"Hedge Business Risk, Senior Associate",Blockchain,24,Fintech
6929,State Street,Hedge Business Risk Manager - Officer,Blockchain,24,Fintech
6930,State Street,"Hedge Fund Accounting, Senior Associate",﻿Payments,18,Fintech
6931,State Street,"HR Analyst, SrAssc",Non-FinTech,0,Nonfintech
6932,State Street,"HR Specialist, Associate 2",﻿Payments,19,Fintech
6933,State Street,"IFDS - 055 - Associate 2, Transfer Agency, Registration",﻿Payments,22,Fintech
6934,State Street,IFDS - Automated Workflow Distribution (AWD) European Product Manager - Assistant Vice President,﻿Payments,24,Fintech
6935,State Street,IFDS - European Business Readiness Lead - Officer,﻿Payments,51,Fintech
6936,State Street,"IFDS - Transfer Agent , Registration , German Speaker , Associate -1",﻿Payments,17,Fintech
6937,State Street,IFDS -Quality Assurance Specialist -Associate-2,Blockchain,16,Fintech
6938,State Street,IFDS Client Service Manager - Senior Associate,﻿Payments,30,Fintech
6939,State Street,IFDS European Business Readiness Business Analyst - Senior Associate,﻿Payments,51,Fintech
6940,State Street,IFDS European Business Readiness Lead for Client Onboarding - Assistant Vice President,﻿Payments,45,Fintech
6941,State Street,"IFDS European Project Manager of Legal, Compliance and Risk for Onboarding - AVP",Blockchain,43,Fintech
6942,State Street,IFDS Onboarding Data Management Analyst - Officer,Big Data,54,Fintech
6943,State Street,IFDS Onboarding Operational Readiness Business Analyst - Senior Associate,Big Data,47,Fintech
6944,State Street,"IFDS Senior Transfer Agent Dealing, Associate 2",﻿Payments,16,Fintech
6945,State Street,"IFDS Transfer Agency, Client Service Manager (Fixed Term Contract), Assistant Vice President",Blockchain,19,Fintech
6946,State Street,"IFDS Transfer Agency (Investor and Distributor Services), Officer",Blockchain,18,Fintech
6947,State Street,IFDS Transfer Agency Client Onboarding Operational Readiness Business Analyst - Officer,Big Data,39,Fintech
6948,State Street,"IFDS Transfer Agency Manager, Dealing",Security,16,Fintech
6949,State Street,"IFDS Transfer Agency Manager, Officer (12 month FTC)",﻿Payments,26,Fintech
6950,State Street,IFDS Transfer Agent - Platform Associate 1,﻿Payments,21,Fintech
6951,State Street,IFDS-Dealing Services-Associate 2,﻿Payments,33,Fintech
6952,State Street,IFDS-Transfer Agent-Associate-2,﻿Payments,22,Fintech
6953,State Street,IFDS-Transfer Agent-Associate-2,﻿Payments,22,Fintech
6954,State Street,"IFS NAV Supervisor,Sr Assoc",Big Data,27,Fintech
6955,State Street,"IMS Trade Support Analyst, Associate 1",﻿Payments,17,Fintech
6956,State Street,"IMS Trade Support Analyst, Associate 1",﻿Payments,17,Fintech
6957,State Street,"Info Security Administration Specialist, Sr Associate",Non-FinTech,4,Nonfintech
6958,State Street,"Information Security Officer, VP",Blockchain,51,Fintech
6959,State Street,Information Security Officer - Assistant Vice President - State Street Global Process Delivery â US,Blockchain,20,Fintech
6960,State Street,"Information Systems Security Consultant, VP",Big Data,35,Fintech
6961,State Street,"INFRA Execution Support, SA",Non-FinTech,12,Nonfintech
6962,State Street,Infrastructure Client Relationship Manager: Vice President,Security,45,Fintech
6963,State Street,Institutional Account Executive VP,﻿Payments,19,Fintech
6964,State Street,Institutional Investment Services - Client Service Support Associate 2,﻿Payments,27,Fintech
6965,State Street,"Institutional Sales, Insurance Specialist, VP",﻿Payments,42,Fintech
6966,State Street,Int Glbl Structured Prod PM,Non-FinTech,5,Nonfintech
6967,State Street,"Intel Analyst, Sr Associate",Non-FinTech,7,Nonfintech
6968,State Street,"Intern, Undergraduate - 70",Non-FinTech,12,Nonfintech
6969,State Street,"Intern, Undergraduate - 69",Non-FinTech,12,Nonfintech
6970,State Street,"Intern, Undergraduate - 30",Non-FinTech,12,Nonfintech
6971,State Street,"Intern, Undergraduate - 30",Non-FinTech,12,Nonfintech
6972,State Street,"Intern, Undergraduate - 30",Non-FinTech,12,Nonfintech
6973,State Street,"Intern, Undergraduate",Non-FinTech,12,Nonfintech
6974,State Street,"Intern, Undergraduate - 46",Non-FinTech,0,Nonfintech
6975,State Street,Intern - Undergraduate (GD)-39,Non-FinTech,12,Nonfintech
6976,State Street,Intern - Undergraduate (GD)-7,Non-FinTech,12,Nonfintech
6977,State Street,Intern - Undergraduate (GD)-9,Non-FinTech,12,Nonfintech
6978,State Street,Intern 2019,Non-FinTech,12,Nonfintech
6979,State Street,Investment Compliance - Associate 2,﻿Payments,22,Fintech
6980,State Street,Investment Compliance - Associate 2,﻿Payments,22,Fintech
6981,State Street,Investment Compliance - Manager,Lending,29,Fintech
6982,State Street,Investment Compliance - Senior Associate - Bangalore,Non-FinTech,9,Nonfintech
6983,State Street,"Investment Compliance Analyst, Associate 1",﻿Payments,26,Fintech
6984,State Street,"Investment Compliance Analyst,Associate 1",﻿Payments,40,Fintech
6985,State Street,"Investment Compliance Analyst with German, Associate 1",Lending,25,Fintech
6986,State Street,Investment Compliance Associate 2,﻿Payments,22,Fintech
6987,State Street,"Investment Compliance Monitoring, Associate 2",Non-FinTech,7,Nonfintech
6988,State Street,"Investment Oversight Analyst, Officer",Lending,16,Fintech
6989,State Street,Investment Performance Analyst,Non-FinTech,14,Nonfintech
6990,State Street,Investment Writer,Non-FinTech,11,Nonfintech
6991,State Street,"Investor Services Administrator, Associate 2",﻿Payments,15,Fintech
6992,State Street,"Investor Services AML Manager, Officer",Non-FinTech,13,Nonfintech
6993,State Street,"Investor Services Manager, Senior Associate",﻿Payments,20,Fintech
6994,State Street,"Operational Excellence Analyst, Senior Associate",﻿Payments,31,Fintech
6995,State Street,"IT Devops, Officer",Non-FinTech,3,Nonfintech
6996,State Street,"IT Security Helpdesk, Associate II",Non-FinTech,8,Nonfintech
6997,State Street,"IT Security Infrastructure Analyst, AVP",Planning,15,Fintech
6998,State Street,IT1281 - IT Vendor Management Analyst,Non-FinTech,5,Nonfintech
6999,State Street,IT1281 - IT Vendor Management Analyst-1,Non-FinTech,6,Nonfintech
7000,State Street,"Italian, German and French Speaker for Junior Financial Roles Associate 1",﻿Payments,19,Fintech
7001,State Street,"Italian Fund Accountant, Associate 1",﻿Payments,28,Fintech
7002,State Street,Java Developer,Non-FinTech,8,Nonfintech
7003,State Street,"Java Developer, Senior Associate",Non-FinTech,11,Nonfintech
7004,State Street,Java Developer-Cloud Backend,Non-FinTech,3,Nonfintech
7005,State Street,Java Principal Software Engineer,﻿Payments,17,Fintech
7006,State Street,Java/ C# Senior Software Engineer,﻿Payments,17,Fintech
7007,State Street,Java/C# Engineer - Data Services,Non-FinTech,8,Nonfintech
7008,State Street,Java/C# Software Engineer - Wealth Management,Non-FinTech,7,Nonfintech
7009,State Street,Java/C# Software Engineer Entry Level-Charles River Development,Non-FinTech,7,Nonfintech
7010,State Street,"Java/J2EE/Python Developer, AVP",﻿Payments,29,Fintech
7011,State Street,"Java/J2EE/Python Developer, AVP",﻿Payments,29,Fintech
7012,State Street,"Job Posting Title: Global Marketing Compliance Consultant, Assistant Vice-President",Blockchain,24,Fintech
7013,State Street,Jr Cloud Operations Engineer,﻿Payments,20,Fintech
7014,State Street,"Junior Accountant, A1",Blockchain,15,Fintech
7015,State Street,Junior Cloud Data Analyst,Blockchain,44,Fintech
7016,State Street,Junior Java Developer,Non-FinTech,3,Nonfintech
7017,State Street,Lead Financial Officer - Charles River Development,Lending,27,Fintech
7018,State Street,"Learning Tech & Curation Lead, Assistant Vice President",Blockchain,48,Fintech
7019,State Street,Legal COE Team Member,Non-FinTech,0,Nonfintech
7020,State Street,"Live Facilitator (Trainer), Associate 2",Non-FinTech,10,Nonfintech
7021,State Street,"Machine Learning Research Quantitative Analyst, Assistant Vice President",Lending,31,Fintech
7022,State Street,"Management Information Analyst, Senior Associate",Big Data,18,Fintech
7023,State Street,User Experience Manager,Non-FinTech,10,Nonfintech
7024,State Street,Manager - Treasury,﻿Payments,15,Fintech
7025,State Street,Manager Accounting,Non-FinTech,8,Nonfintech
7026,State Street,Manager- Officer  SWAT Proj mgt,Big Data,20,Fintech
7027,State Street,Market Data Services - Desktop & Exchanges /Pricing Vendor Manager - AVP,﻿Payments,31,Fintech
7028,State Street,"Marketing Manager, Officer",﻿Payments,19,Fintech
7029,State Street,"Marketing Specialist, Officer",﻿Payments,19,Fintech
7030,State Street,Master Custodian Specialist,Non-FinTech,7,Nonfintech
7031,State Street,"MI Business Analyst, Senior Associate",Big Data,18,Fintech
7032,State Street,"Middle Office Team Supervisor, Senior Associate",Non-FinTech,6,Nonfintech
7033,State Street,Mitarbeiter Fondscontrolling (m/w/d),Non-FinTech,0,Nonfintech
7034,State Street,Mobility Services_Assistant Vice President,Planning,61,Fintech
7035,State Street,"Model Risk Analyst,  Officer",Blockchain,41,Fintech
7036,State Street,NAV Officer,﻿Payments,22,Fintech
7037,State Street,"Network Control Analyst, AVP",﻿Payments,15,Fintech
7038,State Street,"Network Engineer,  Officer",Non-FinTech,9,Nonfintech
7039,State Street,New Business  Manager Officer,Non-FinTech,10,Nonfintech
7040,State Street,Officer,Non-FinTech,8,Nonfintech
7041,State Street,Officer - Core Fund Accounting,Non-FinTech,9,Nonfintech
7042,State Street,Officer â Quality Assurance over Regulatory Reporting,Blockchain,25,Fintech
7043,State Street,Open Positions for Finance Graduates- Associate 1,﻿Payments,74,Fintech
